,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación
4814,6,14,114306,A0200001,13,13111,12,9,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4815,7,14,114306,A0200002,13,13111,9,6,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4816,7,14,114306,A0200001,13,13111,14,14,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4817,2,14,114306,A0200001,13,13111,15,8,19,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4818,2,14,114306,A0200002,13,13111,7,4,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4819,10,14,114306,A0200001,13,13111,9,12,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4820,10,14,114306,A0200002,13,13111,4,5,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4821,5,14,114306,A0200001,13,13111,20,11,24,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4822,5,14,114306,A0200002,13,13111,7,6,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4823,12,14,114306,A0200002,13,13111,9,4,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4824,12,14,114306,A0200001,13,13111,13,8,22,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4825,11,14,114306,A0200002,13,13111,2,2,19,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4826,11,14,114306,A0200001,13,13111,6,6,32,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4827,4,14,114306,A0200002,13,13111,15,7,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4828,4,14,114306,A0200001,13,13111,24,8,21,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4829,9,14,114306,A0200001,13,13111,8,10,22,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,MENORES CONTROLADOS
4830,9,14,114306,A0200002,13,13111,5,7,15,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA
4831,5,14,114319,A0200002,13,13112,12,14,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4832,5,14,114319,A0200001,13,13112,22,22,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4833,5,14,114327,A0200001,13,13112,7,11,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4834,5,14,114327,A0200002,13,13112,5,6,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4835,4,14,114327,A0200001,13,13112,7,12,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4836,6,14,114327,A0200002,13,13112,9,3,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4837,7,14,114327,A0200001,13,13112,8,6,15,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4838,6,14,114327,A0200001,13,13112,14,11,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4839,11,14,114327,A0200002,13,13112,7,2,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4840,11,14,114327,A0200001,13,13112,13,6,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4841,2,14,114327,A0200002,13,13112,9,5,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4842,2,14,114327,A0200001,13,13112,18,10,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4843,2,14,114319,A0200002,13,13112,7,1,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4844,2,14,114319,A0200001,13,13112,12,6,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4845,3,14,114319,A0200001,13,13112,22,10,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4846,12,14,114319,A0200002,13,13112,10,6,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4847,12,14,114319,A0200001,13,13112,14,8,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4848,12,14,114327,A0200002,13,13112,4,1,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4849,12,14,114327,A0200001,13,13112,7,7,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4850,4,14,114327,A0200002,13,13112,4,6,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4851,1,14,114319,A0200002,13,13112,4,8,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4852,1,14,114319,A0200001,13,13112,11,13,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4853,1,14,114327,A0200002,13,13112,7,3,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4854,1,14,114327,A0200001,13,13112,15,11,10,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4855,4,14,114319,A0200002,13,13112,11,5,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4856,4,14,114319,A0200001,13,13112,19,9,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4857,3,14,114327,A0200002,13,13112,10,3,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4858,3,14,114327,A0200001,13,13112,12,6,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4859,10,14,114319,A0200002,13,13112,8,2,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4860,10,14,114319,A0200001,13,13112,12,9,15,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4861,10,14,114327,A0200002,13,13112,0,1,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4862,10,14,114327,A0200001,13,13112,4,7,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4863,7,14,114319,A0200002,13,13112,10,13,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4864,7,14,114319,A0200001,13,13112,19,23,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4865,9,14,114327,A0200002,13,13112,3,2,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4866,9,14,114327,A0200001,13,13112,9,8,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4867,6,14,114319,A0200001,13,13112,20,14,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4868,9,14,114319,A0200002,13,13112,10,10,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4869,9,14,114319,A0200001,13,13112,11,17,19,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4870,8,14,114319,A0200002,13,13112,3,5,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4871,8,14,114319,A0200001,13,13112,11,9,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4872,8,14,114327,A0200002,13,13112,1,4,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4873,8,14,114327,A0200001,13,13112,5,10,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,MENORES CONTROLADOS
4874,7,14,114327,A0200002,13,13112,2,5,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4875,6,14,114319,A0200002,13,13112,17,6,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4876,3,14,114319,A0200002,13,13112,17,4,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4877,11,14,114319,A0200002,13,13112,6,9,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4878,11,14,114319,A0200001,13,13112,9,10,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar El Roble,La Pintana,MENORES CONTROLADOS
4879,9,14,114311,A0200002,13,13112,7,8,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4880,9,14,114311,A0200001,13,13112,15,16,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4881,5,14,114311,A0200002,13,13112,7,14,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4882,9,14,114318,A0200002,13,13112,3,3,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4883,9,14,114318,A0200001,13,13112,4,5,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4884,7,14,114318,A0200002,13,13112,5,4,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4885,7,14,114318,A0200001,13,13112,5,9,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4886,11,14,114318,A0200002,13,13112,2,2,,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4887,11,14,114311,A0200002,13,13112,8,7,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4888,11,14,114311,A0200001,13,13112,11,11,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4889,8,14,114311,A0200002,13,13112,4,7,15,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4890,1,14,114311,A0200001,13,13112,8,17,16,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4891,2,14,114311,A0200002,13,13112,4,6,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4892,2,14,114318,A0200002,13,13112,5,3,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4893,7,14,114311,A0200002,13,13112,13,9,17,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4894,7,14,114311,A0200001,13,13112,18,14,23,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4895,2,14,114311,A0200001,13,13112,10,12,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4896,2,14,114318,A0200001,13,13112,6,4,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4897,8,14,114318,A0200002,13,13112,5,1,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4898,8,14,114318,A0200001,13,13112,7,3,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4899,4,14,114318,A0200002,13,13112,6,2,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4900,4,14,114318,A0200001,13,13112,9,5,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4901,8,14,114311,A0200001,13,13112,6,12,22,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4902,1,14,114318,A0200001,13,13112,4,9,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4903,1,14,114318,A0200002,13,13112,1,4,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4904,1,14,114311,A0200002,13,13112,5,11,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4905,5,14,114311,A0200001,13,13112,10,22,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4906,10,14,114318,A0200002,13,13112,,2,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4907,10,14,114318,A0200001,13,13112,1,4,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4908,10,14,114311,A0200002,13,13112,1,8,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4909,10,14,114311,A0200001,13,13112,2,9,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4910,11,14,114318,A0200001,13,13112,4,3,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4911,12,14,114311,A0200002,13,13112,9,5,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4912,12,14,114311,A0200001,13,13112,14,10,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4913,6,14,114318,A0200002,13,13112,1,4,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4914,6,14,114318,A0200001,13,13112,4,6,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4915,5,14,114318,A0200002,13,13112,5,4,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4916,5,14,114318,A0200001,13,13112,8,6,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4917,3,14,114311,A0200002,13,13112,7,7,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4918,3,14,114311,A0200001,13,13112,11,12,16,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4919,3,14,114318,A0200002,13,13112,,3,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4920,6,14,114311,A0200002,13,13112,7,8,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4921,6,14,114311,A0200001,13,13112,12,15,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4922,3,14,114318,A0200001,13,13112,2,3,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4923,12,14,114318,A0200002,13,13112,4,1,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4924,12,14,114318,A0200001,13,13112,6,4,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Flor Fernández,La Pintana,MENORES CONTROLADOS
4925,4,14,114311,A0200002,13,13112,9,8,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4926,4,14,114311,A0200001,13,13112,12,15,18,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santiago de Nueva Extremadura,La Pintana,MENORES CONTROLADOS
4927,10,14,114309,A0200002,13,13112,6,8,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4928,10,14,114309,A0200001,13,13112,10,11,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4929,5,14,114308,A0200001,13,13112,10,4,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4930,6,14,114308,A0200001,13,13112,7,12,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4931,4,14,114308,A0200002,13,13112,8,8,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4932,6,14,114308,A0200002,13,13112,6,7,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4933,8,14,114309,A0200002,13,13112,6,6,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4934,8,14,114309,A0200001,13,13112,9,8,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4935,3,14,114309,A0200002,13,13112,4,3,10,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4936,7,14,114309,A0200002,13,13112,10,14,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4937,7,14,114309,A0200001,13,13112,15,20,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4938,6,14,114309,A0200001,13,13112,14,13,15,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4939,9,14,114308,A0200002,13,13112,7,7,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4940,9,14,114308,A0200001,13,13112,12,11,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4941,2,14,114309,A0200001,13,13112,7,9,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4942,2,14,114308,A0200001,13,13112,11,8,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4943,2,14,114308,A0200002,13,13112,4,5,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4944,2,14,114309,A0200002,13,13112,4,5,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4945,1,14,114308,A0200002,13,13112,12,2,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4946,1,14,114308,A0200001,13,13112,17,2,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4947,1,14,114309,A0200001,13,13112,17,10,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4948,3,14,114308,A0200002,13,13112,3,3,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4949,3,14,114308,A0200001,13,13112,9,5,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4950,1,14,114309,A0200002,13,13112,8,8,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4951,7,14,114308,A0200002,13,13112,5,5,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4952,7,14,114308,A0200001,13,13112,10,12,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4953,6,14,114309,A0200002,13,13112,11,8,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4954,11,14,114309,A0200002,13,13112,7,4,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4955,11,14,114309,A0200001,13,13112,19,8,15,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4956,11,14,114308,A0200002,13,13112,6,3,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4957,11,14,114308,A0200001,13,13112,12,6,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
4958,5,14,114309,A0200002,13,13112,12,4,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4959,4,14,114309,A0200002,13,13112,7,4,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,LACTANCIA MATERNA EXCLUSIVA
4960,4,14,114309,A0200001,13,13112,12,10,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4961,5,14,114309,A0200001,13,13112,16,8,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Pablo de Rokha,La Pintana,MENORES CONTROLADOS
4962,4,14,114308,A0200001,13,13112,11,12,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar San Rafael,La Pintana,MENORES CONTROLADOS
